"","df9f127f34e52758c22bb8768ea9dd1d","X726f137d48a9a16971165106f5accbc3","X192b9d0e30798cb5d4a686f2b25b046b","X8bb6ba264b60216d22b221d5c6c0992e","X4603641854a42087dd05682bc365b2b2","X31e4d9092a2fe5d08a565a11d5c0a510","X065259ec202538d9a00670abd44fc85d","d2db2c90c9f6401ed400e43cd16e7846","X71c8a0b854b50dd6b2845d87007e5ad4","X90c8784ec39588e5031c9e4950c88efa","X519335ba0a9cc277b802a53b482bce49","f3eefe548d5b25a70eff6ded2ac754cb","f99a6053aeb89ad886d5acae4e1e77b5","c50df3a28f2c5b2ed3fcec3c8c0dbce3","fbdfdbc22fcb0362b5fe57dcee55fed6","X23769d724c8f54a20fc5503775e0d215","X43c74972f95d6719e0a57265faf133ff","X27411089f2f049c2a454db6aac7c5d0b","a4d62e1254481f8aa0a1fd7b2f28dddf","fcca31a8dba0488eb8879120277f149b","X6621ec621365d2e452925f53b69d7fa8","ad568b74428dbece1b14338b18a261b9","X733666313c4bfa4aee6abca3478eed6e","X72c7f54f73e0c27bef2f8ea144f989eb","X0b85d04d31bae6800df285cbbea2976c","X98cedaeb6530038a7c03909a8fffac4d","X5dbb8b0090393f98803bec4188360a21","X83b3780d81b53c75005807be459eb58c","X3a2c7d75cfe5ecf2bb7365399890fdb4","f7e4d6e9e0a0370a86c8c5fd06c3abbb","X3e5948251286e38076a2b64de3ce2c04","X0c897461dd87a51b819cb5cd2673b1cc","X53976109a60d93a15b345e47740ea7bd","e6463a720ccb096471a4b7b4ca2757b0","X66dab50962e1791cd3e6ab748e873c55","ed9923136d584bc3ff8524cd9eebdc93","c752f8a0b6dc047724cdb7f5f861aa35","ed33772a1caee90939081a3385e863b9","X74102cb314b4c3ba9f7dc88e4be09649","X2988a53743a50b6579198acf6a5cb70e","c3492868939e3115d88cd6bcd520726d","X264b149f3c269c37a1309792a8ca5ecc","X3c0f10bb5340d817636f203a0e132fdd","e9b701f61b7096cb0d7bb24cb2ba68e2","e7d24fb78850aa4194897270760d7f9f","c281b48a9ac15ab8db31d16fd7f6061a","ac497e41b16230691a63a326f1520573","X67b1a0b8a0351166d4e8978b1640913a","X861046dc390acf5d219614c8471a9a35","fc09aae0332019d4c733aeeaffb3ab07","X54a82865c7fb0a242e0e52c1629dcfa1","X0ab462899af75a39915e9dc4a0b872c2","fa479e1e8d76ccfafce1e9c8b17399a1","eaf307555b1ef040e7155ad169ba3637","b726c83a8023ca819ac68b75921d588e","ba63b0f31c182217ace0bd6fc39b027b","X931bb825089e4e983501f63d6b0ab6e2","X663353c380a5a14d9f0b5afdb3afbe08","X020dfe956e6e2e235703c7a5d833ec20","X20ff23552df9cf3f03ec93dfd095b42c","X10819d4184b7fe808f57b65a0e9174d1","e6bb66b5a45fe0fda71582bc237bd3df","X99a30d2e520c0bb462c9d36594b679ef"
"L.2017.NAM-23.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6307.03431420857,0,0,0,0,12614.0686284171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12974.470589229,0,0,0,0,0,9460.55147131285,0,0,0
"L.2017.NAM-23.06.R",0,0,0,0,0,0,0,0,0,0,0,1106.66906444964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720.75848152893,0,0,0,0,0,0,6882.24667119111,0,4688.78208885242
"L.2017.NAM-23.09.R",0,0,0,6371.47400068835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252321.078786924,0,0
"L.2017.NAM-30.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55679.2873051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456570.155902005,0,0,0,0,0,0,9856.41851869403,0,0
"L.2017.NAM-30.06.R",0,0,30419.9033081645,0,0,0,0,0,0,0,0,8691.40094518985,0,0,0,0,0,0,6599.02664357007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47802.7051985442,0,0,23981.8285339498,0,0,0,0,6599.02664357007,5747.53933472232,473681.351512847,0,22990.1573388893
"L.2017.NAM-30.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.878920722617,0,0,1106.66906444964,0,0,0,0,0,0,0,0,0,0,1660.00359667446,0,417.757841445233,0,0,0,0,0,9718.56651143956,0,0,0,0,0,0,17277.4515758926,0,0,3266.35051143621,0,0,0,0,0,0,125501.815883997,1671.03136578093,1660.00359667446
"L.2017.NAM-32.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.812323962934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.676936635778,0,0,280.676936635778,0,0,0,0,9015.28677875475,6792.54648649002,0,0,0,0,0,0,4348.43476905225,0,0,0,0,0,3437.43510050917,0,0,0
"L.2017.NAM-32.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11442.3489507775,0,0,0,0,0,0,0,0,0
"L.2017.NAM-32.03.R",0,0,0,0,0,0,0,0,0,0,0,1478.62007781238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234.61350426422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17608.2012924853,0,0,0,0,0,0,6474.68350361711,0,0
"L.2017.NAM-32.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37510.2567108194,0,0,20044.9361597845,0,0,0,0,0,0,828557.237732724,0,108603.792261396
"L.2017.NAM-32.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12832.9482616267,0,0,1665.17494744292,0,0,0,0,0,0,11641.679078751,0,0,409192.900263046,0,0,0,0,0,0,891814.297427904,0,706977.937788057
"L.2017.NAM-32.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34644.8898787429,0,0,0,0,0,0,0,0,0,7336.56491549849,0,0,0,0,0,0,211421.168318849,0,29695.6198960653
"L.2017.NAM-32.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51967.3348181143,0,0,0,0,0,0,59391.2397921307,0,0,0,0,0,22271.714922049,1551596.13956941,0,289532.293986637
"L.2017.NAM-32.08.R",0,0,0,3340.75723830735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6143.92135780662,0,0,0,0,0,15359.8033945165,0,2227.1714922049,0,0,0,0,0,0,24498.8864142539,0,0,0,0,0,0,38975.5011135857,0,0,43276.2460640504,0,0,0,0,0,82942.9383303894,255837.307100651,0,27839.6436525612
"L.2017.NAM-32.09.R",0,0,331.794635710227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654.35708568182,0,0,0,0,0,2654.35708568182,4326.51415704263,0,0,0,0,0,0,0,0,0,0,995.383907130682,0,0,0,7631.27662133523,0,0,10949.2229784375,7963.07125704545,0,0,0,0,26352.4044110778,46402.6495514275,2654.35708568182,6700.31857819606
"L.2017.NAM-32.10.R",0,0,6723.53658024121,5250.69899930428,0,0,0,0,0,0,344.963638676461,0,3361.7682901206,0,0,344.963638676461,0,1680.8841450603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.963638676461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5387.61607385737,862.409096691152,0,0,0,0,700.093199907238,398523.412301002,2434.06720459552,0
"L.2017.NAM-37.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227.1714922049,0,0
"L.2017.NAM-37.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.62007781238,0,0,0,0,0,0,0,0,0,0,0,0,24197.2124720084,2440.73588186838,0,0,0,0,0,4916.91813546515,0,0
"L.2017.NAM-37.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50906.7769646834,0,0,0,0,0,0,0,0,0,196495.770568422,0,6143.92135780662
"L.2017.NAM-37.05.R",0,0,0,8351.89309576838,0,0,0,0,0,0,0,0,0,0,0,0,0,26396.1065742803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48592.8325571978,0,0,0,0,32395.2217047985,0,0,0,0,0,0,0,0,0,0,0,0,69540.907785788,0,0,67410.6451651323,0,0,0,0,0,12166.9553740823,2712074.65911383,0,454843.204744947
"L.2017.NAM-37.06.R",0,0,296956.198960653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89086.859688196,59391.2397921307,0,0,0,0,0,0,0,1603563.47438753,0,0,0,0,0,0,29695.6198960653,148478.099480327,0,0,0,0,0,0,0,1217520.41573868,9175946.54788419,296956.198960653,920564.216778025
"L.2017.NAM-37.07.R",0,0,0,89086.859688196,0,0,0,0,0,0,0,0,0,0,0,0,0,163325.909428359,0,0,0,0,0,0,0,0,0,0,35634.7438752784,89086.859688196,0,0,0,0,0,0,0,0,1329.65462221188,0,0,0,0,0,0,0,3711.95248700817,0,0,0,0,0,0,67084.241534928,0,0,0,0,415738.678544915,397178.916109874,1865855.26076268,3988.96386663564,59391.2397921307
"L.2017.NAM-37.08.R",0,0,0,0,0,0,0,0,59391.2397921307,0,0,0,0,0,0,0,0,118782.479584261,0,0,0,0,0,0,0,0,0,0,0,39594.1598614204,0,0,8098.80542619964,0,0,0,8098.80542619964,39594.1598614204,0,0,0,0,0,0,0,0,0,0,0,0,0,8098.80542619964,0,47692.9652876201,27895.8853569099,0,0,0,59391.2397921307,0,6157610.53622969,0,158376.639445682
"L.2017.NAM-37.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220.00697668178,9660.02093004535,0,0,0,0,0,435.63256571245,0,0,0,0,0,0,0,13953.3635656211,1073.33565889393,0,0,0,0,0,0,0,0,57669.5965873967,0,5366.67829446964
"L.2017.NAM-37.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9977.72828507795,0,0,0,0,0,3413.2896432259,0,0,0,1220.36794093419,0,0,0,5491.65573420386,0,0,0,0,0,0,0,55590.2004454343,0,2440.73588186838,3842.02090299498,0,0,0,0,0,180628.176675064,1365.31585729036,0
"L.2017.NAM-43.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.794101835497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457.56854312265,0
"L.2017.NAM-43.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5482.26828850437,0,0
"L.2017.NAM-43.03.R",0,0,0,5202.15239055159,0,0,0,2601.0761952758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901.61429291369,0,0,0,0,0,0,0,0,0,0,0,1237.31749566939,0,0,0,0,0,2601.0761952758,0,0,0,0,0,0,3093.29373917347,0,0,0,0,0,0,0,0,0
"L.2017.NAM-43.04.R",0,0,78606.0526660553,0,0,0,0,0,0,0,0,0,0,0,0,15721.2105332111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28471.7464646052,2709.86645439379,0,0,0,0,2837.16113656675,15721.2105332111,1354.9332271969,0
"L.2017.NAM-43.05.R",0,0,0,0,0,0,0,0,8908.6859688196,0,0,0,0,0,0,0,0,9255.77762994244,8346.74796275103,0,0,0,2313.94440748561,0,0,0,0,0,11609.2284053607,0,0,0,0,0,0,0,2720.20945612812,0,0,0,0,0,0,6941.83322245683,0,0,0,0,0,0,0,0,0,29961.3575506476,0,0,0,0,5202.15239055159,0,83983.4413816744,0,35634.7438752784
"L.2017.NAM-43.06.R",0,0,0,129580.886819194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893.101350257604,0,0,0,0,0,0,0,16197.6108523993,0,0,0,0,0,0,2897.13364839662,0,0,0,0,0,0,118782.479584261,0,0,0,0,0,0,0,0,1448.56682419831,24296.4162785989,0,0,0,0,0,0,49811.6881693565,0,137679.692245394
"L.2017.NAM-43.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741.13414425218,5482.26828850437,0,0,0,0,8223.40243275655,25036.527562466,0,8223.40243275655
"L.2017.NAM-43.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.81326023642,0,0,0,0,0,0,0,0,0,0,0,0,5318.61848884752,0,0,2569.81326023642,0,0,0,0,0,0,0,0,2036.27107858734,0,0,0,0,0,2569.81326023642,0,0,0,0,0,0,80432.7076041998,131239.468240432,12260.9498336653,0
"L.2017.NAM-43.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705.01166867361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451.93191802374,0,0,1705.01166867361,0,0,0,0,0,4086.55319670624,29661.7282268104,12787.5875150521,2557.51750301041
"L.2017.NAM-43.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568.55690708697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937.54075969927,0,0,0,0,473.866274937213,0,0,0,0,0,0,0,0,0,0,0,0,0,947.732549874425,0,0,0,0,0,0,0,984.385189924818,37002.6750005193,2730.1965310308,0
"L.2017.NAM-46.03.R",0,0,0,0,0,0,0,0,0,0,0,25453.3884823417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60239.6860748754,0,0,0,0,0,217767.879237812,0,0,0
"L.2017.NAM-46.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.88483368058,0,0,0,0,0,0,0,0,1436.88483368058,58261.8987298694,0,0
"L.2017.NAM-46.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.215239055159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710.65821057335,0,0,0,0,0,6096.14591956551,38851.4336370917,0,2493.87787618589
"L.2017.NAM-48.03.R",0,0,0,4208.82801676516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5305.60894639914,0,0,0,0,0,0,0,0,0,0,0,0,16590.2196725101,0,0,0,0,0,0,25606.0203846922,0,56353.075079603
"L.2017.NAM-48.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50906.7769646834,4760.36654822421,0,0,38180.0827235126,0,0,0,0,0,0,2720.20945612812,0,0,0,0,50906.7769646834,407254.215717467,2178913.23086423,0,194300.675437723
"L.2017.NAM-48.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.92736295081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811304.087894049,0,59391.2397921307
"L.2017.NAM-5.03.R",0,0,0,30719.6067890331,0,0,0,0,0,0,0,1503.57569094002,0,0,0,0,0,0,0,0,0,0,0,0,0,71269.4877505568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503.57569094002,0,0,0,0,0,0,0,0,0,0,0,0,106904.231625835,0,0,0,0,0,0,72773.0634414968,0,0
"L.2017.NAM-5.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13811.9162307281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76842.7643876584,0,6415.63508917318
"L.2017.NAM-5.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032.39984079535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354.9332271969,0,0,0,0,0,0,6774.66613598449,0,0,0,0,0,2699.60180873321,74364.6356949443,17562.8087252568,0
"L.2017.NAM-72.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.05283310253,0,0,0,0,5307.30227929678,0,0,0,0,0,0,1021.05283310253,9700.00191447406,0,0,0,0,0,0,0,0,0
"L.2017.NAM-72.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-72.03.R",0,0,0,0,0,0,0,0,0,0,0,0,877.703051115231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.55457667285,0,0,0,0,0,0,0,327.525219441897,58511.6544121681,0,0,0,0,0,0,37913.8676436706,0,0
"L.2017.NAM-72.04.R",0,0,0,0,0,0,0,0,0,0,0,1199.82302610365,0,0,0,0,0,2396.95586605012,0,0,0,0,0,0,0,0,0,0,0,36170.604685433,0,0,0,0,0,4688.78208885242,0,0,0,0,1339.65202538641,0,0,0,0,0,0,0,0,0,0,0,0,35778.0800246974,0,0,0,0,0,15597.6993393474,8401.80641883241,0,15576.0048941501
"L.2017.NAM-72.05.R",0,0,0,1060.5578534309,0,0,0,0,0,0,0,38951.3975260078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160.1755250535,0,0,0,0,0,0,0,0,0,0,0,4952.60507026696,0,0,13498.0090436661,0,0,0,0,0,0,0,0,0,247100.884155975,0,0,0,0,0,2651.39463357726,8401209.03595291,0,72166.1412084575
"L.2017.NAM-72.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636.19835462024,0,0,0,0,0,0,220393.574078789,0,0,0,0,0,67235.3658024121,162798.573225987,0,27285.8086460274
"L.2017.NAM-72.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82723.5125676106,0,0,0,0,0,0,129936.083997318,0,52607.644847428
"L.2017.NAM-72.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499.18886964173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284.27845354349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139.62652047285,0,2284.27845354349,0,0,0,0,0,6852.83536063046,48477.464958534,0,11306.7330665893
"L.2017.NAM-72.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2762.38324614561,4143.57486921842,0,0,0,0,0,60068.2300139615,0,18879.4047455474
"L.2017.NAM-72.10.R",0,0,0,1370.56707212609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685.283536063046,0,1212.06611820675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.855690708697,0,0,0,0,0,0,28012.7127088629,0,0
"L.2017.NAM-76.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11458.6359381556,0,0
"L.2017.NAM-76.06.R",0,0,0,276.66726611241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.33453222482,29058.4467983519,0,0,0,0,0,6086.67985447302,302162.573877496,0,553.33453222482
"L.2017.NAM-76.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22990.1573388893,5747.53933472232,0
"L.2017.NAM-79.03.R",0,0,89086.859688196,0,0,0,0,0,0,0,0,1535.98033945166,0,0,0,0,0,18431.7640734199,0,0,0,0,0,1870824.05345212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6143.92135780662,0,0,0,0,712694.877505568,2138084.6325167,0,0,0,1158129.17594655,0,0,1552.71215142825,0,0,0,0,0,0,6414253.89755011,0,0
"L.2017.NAM-79.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61198.7992640651,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.88064551462,0,734.736987119142,0,0,0,0,44037.8928092974,0,0,29735.3464778661,0,0,0,0,1714310.94563829,879188.981832538,677975.926343523,0,0
"L.2017.NAM-79.09.R",0,1212.06611820675,0,1212.06611820675,0,0,0,0,0,0,0,0,0,0,0,0,0,693.282954771953,0,0,0,0,0,0,0,0,0,0,0,1212.06611820675,0,0,0,0,0,0,0,3959.41598614204,0,0,0,0,0,0,0,0,0,0,0,1212.06611820675,2639.61065742803,0,0,8227.42935101818,0,0,0,0,0,88426.957023839,148827.099063001,0,6599.02664357007
"L.2017.YN04-C1213.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360.10472806406,0,0,0,0,0,0,0,0,0,5961.20250701683,0,0,0,0,0,1133.42060672005,0,2266.8412134401,0
"L.2017.YN04-C1213.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.35523108977,0,0,0
"L.2017.YN04-C1213.03.R",0,0,0,19090.0413617563,0,0,0,0,0,0,0,1634.6212786825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38180.0827235126,0,0,0,0,0,0,0,0,0,0,0,0,0,1089.74751912166,0,0,0,0,0,0,0,0,0,0,993771.898330448,0,0,0,0,960865.4152084,789055.042952593,0,0
"L.2017.YN04-C1213.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32395.2217047985,0,0,80988.0542619964,0,0,0,0,0,0,0,0,0
"L.2017.YN04-C1213.05.R",0,0,0,14253.8975501114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13037.1014177848,0,0,0,0,1442.70218118536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001.8173490007,0,0,0,0,0,29712.335277081,490890.325384323,14253.8975501114,27290.9989678961
"L.2017.YN04-C1213.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114540.248170538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19366.7086278687,0,0,0,0,0,0,0,53452.1158129176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090.67769646834,98050.8791102381,0,600810.635089709
"L.2017.YN04-C1213.07.R",0,0,18615.1647109663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35600.4302076084,0,0,0,0,0,0,0,5155.36861538729,0,35495.409588376,0,0,0,0,0,0,24994.1275212219,0,1915.84644490744
"L.2017.YN04-C1213.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.69407457679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837.29554868033,0,12692.302093586,0,0,0,0,0,91341.6176091402,129350.609626282,0,11287.0229469208
"L.2017.YN04-C1213.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460.44032275731,0,0,0,0,0,0,100770.382270254,0,0,0,0,0,0,8762.64193654387,0,0,0,0,0,0,0,0,2920.88064551462,0,0,0,0,22223.0335779571,0,0,5841.76129102925,0,0,0,0,0,0,165189.709459307,0,738982.8033152
"L.2017.YN04-C1213.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.530197345342,0,0,4106.43655412939,4664.23349152859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049.30855541616,3731.38679322287,0,0,0,0,46829.8597957391,10347.0577167831,12127.0070779743,261.060394690684
"M.2017.NAM-0.03.R",0,0,0,523.040420890627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.132621759045,0,0,0,0,0,0,928.285724350013,0,0,0,52.3040420890627,128.862381419763,0,84.0442072530151,0,0,210.110518132538,0,0,0,0,0,0,0,0,0,0,1145.81075989167,0,0,171.816508559684,2103.90125186562,0,0,0,0,0,3875.40343339313,252.132621759045,384.723097232462
