"","kingdom","phylum","class","order","family","genus","species"
"87671e019b99c9b4d8220ea979804cd5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"15f4a0ca7248fadd6a91909653858daf","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"6f3b4aa553b6a3707279b95ca7966eaa","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA
"301957e2f3c7cebc644bff3a212ad6c7","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"aa096212c38113eb14ef5e2e525e161c","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"20af7ca37adf6a2d2bd1f5292624507a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"e27fdcc38bd22f186104f40c306d00fe","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Catenulisporaceae","Catenulispora","Ambiguous_taxa"
"e8a3cf30f3b5e76d9ba52a1bb6d74777","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","metagenome","unclassified"
"51dceb08a397db01bd5716c3b161288c","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"9be5ac9e6b92a967041d48b0752fb3a0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas","Ambiguous_taxa"
"351d39f1e09280d456768649f14b566b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"64433c5a20ed9293ec28d7e68e77d3ad","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"dfb72e1da3e1712c08200f923290aa1d","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteriales bacterium","unclassified","unclassified","unclassified"
"79fcdec3f799ff13d9499ebfed1d6aff","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"74633b4aef7c4dc56cd5a2b5dfd9fd6e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"6d371d45a2702d26d1fd759ce5c85e5c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"23dcbb8786938d293559df1cb530ed50","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"625f70cc4841809e6bb5b936043ab0ea","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","Ambiguous_taxa"
"83b3780d81b53c75005807be459eb58c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"8cf856df88b90bd719daddd4dfd113c2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"07bd03d7d53f92a1445e8e08ff40d864","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"6167fe03eedbd452cc043fadbd5b0c60","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"bdda18b87ce27cab7c9b0b5cfe2d7605","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin516","unclassified"
"e8b2f9b7ef2f90668d77f67793907b6b","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"8df902a1543cb5dcc800c9e2fd79f268","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",NA
"8d25e07cd41b2d792e06ddf0cc355432","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","unclassified","unclassified","unclassified"
"f390745ecad276a42dcbd3f2c226e841","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Ambiguous_taxa"
"0a35ca98e545a42dfca0a549241b1f76","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"d63e0361d440b229ab2c959404e752a9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"94f75b37230e066ae6b548989adb97ae","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"975907c12f6cf8219b853ed0d7f88f66","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA
"7fc405e31d7bd767c1a10f645822934a","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"88a2aea3d5f2ba72ec98b49b9e9156cf","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Vibrionimonas","uncultured bacterium"
"2ddf11ca4f25c635efef18cc57452ce1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8502a3d447967ad9236b15270d8ef002","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"8060f38d3a617c00ddb7baa15f4e8a54","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","uncultured Asticcacaulis sp."
"b76640f57958abf29a4791bae445fc95","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"883197eb2d6487e66f4e59d9af7ac39a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","Ambiguous_taxa"
"f41169fa7918c1267b863cedf417aa6e","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Koribacteraceae","Candidatus Koribacter","uncultured bacterium"
"76645c665eac14c57e46aafce88fc05c","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"a072ad52bd90954356d0c847817093b8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"08d2f2d4b2e26d06d69193ef6fd8bdb2","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"3d57348b0cbf9d8248158ee0e008f8b5","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"1567155474921395d49e38ccf4819a6e","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"93ad2aa560104a5bd9fe700b3f5883bb","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"828d412d0d10c22551b90d38a77073a0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"57fcb1589dc7d6e6afc5c1074258882d","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"558fc33a72ba0f4b6908830b4a0439ca","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"30738c35981478bba125cd7fbb14d45f","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"d0e7ae20d8f2bee235a2e8e5c3b37c1b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"e3e77117f733536e985786acfd9bd16b","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"0cce114eba4bb964e2430c1bc2f40963","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"405ba743a3c505d10925744cf2b8ac87","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"9951fe98642fbe40af24a8ff504d345d","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium",NA
"50343a48e023e2798e33dd66ebda8ab4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"5ff63363dd440a1e122fc223574e8730","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Phreatobacter",NA
"693461f64ba2887f1d1063f738ca8e9c","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Myxococcales bacterium"
"2b4501087f3c57606c4150958f1e5f9f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"3a1996eadc6dc7ab4937a8f574ee00e4","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome"
"cd8875aba0d7387154daf41585eabb96","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"4c2a779c3ac9cdee6c002052b4de6e98","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"e40df0f72990cd92ae46273b12bee5e4","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA
"11858e344023bcf42694a33ad6aa1b69","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Ambiguous_taxa"
"09ef02b58f4c9a27992c77580d27c316","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"8e0fe0e9d11aecd8ad6acdf0d5c59f99","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"0ce317c506ea2dc2764ea206a4cc4ce6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"34588d48b1f866ee34ee3225e78009e8","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"9f22da56e873ade2c09013cae621e715","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ralstonia",NA
"0765f5d36c64d97a0862e0454440764a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"548074488b12b388a73257d4212a25c2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"c8c2233ca7af21713ed66e3bb391c4f4","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio","Ambiguous_taxa"
"6b46c33bbcca1d7e7820f78a3348c952","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured Sphingobacteriales bacterium"
"8dfb41d721ef0030975bc7c34f1d41e4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"f2c2e9e4a3654dc3bcd9f7dbbc0f3e77","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA
"adc52ff25198304bea28b632262b281d","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"62b2a34e2c963227aff1a118764f22bc","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Kosakonia",NA
"63cb2b7ec2773c3b71b09d242681de46","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium soldanellicola"
"75eeb1ca137f9306ff077d195f264a20","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"d03b574a38019c0353cde4ecbaa64624","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"3afa635945c5c3a01fd812725aadc874","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"edcb329e6d53da1b781011f37d156019","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"8d9e02bcacea27ffce59706f994453ca","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Chitinophagaceae bacterium"
"71ceef9e0eaeda7624d78baf59c96bf7","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Ambiguous_taxa"
"c3492868939e3115d88cd6bcd520726d","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"efd6657d0b420edcaa1eff0e7907c92c","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"449691e21d85f2679b0df45c5c611248","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","Ambiguous_taxa"
"02c87a53732c4a45b09dc369069899c1","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"f112325e367d5937d7352b2ef5fb8ea5","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"c0ff9d84f44f3b1ccefd75aef4cc27d5","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"6d6a198f0aa956819cdb301d9b331a33","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","Fluviicola sp. YS 1.2.4"
"a4887a6d4f2a2bd2979789a8add3a01a","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","uncultured","Ambiguous_taxa"
"4adaf684d4ef5fe32700624b635a56eb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"e7d24fb78850aa4194897270760d7f9f","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","Serratia fonticola"
"1a7537c829f20f9a9adf562344726b33","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia",NA
"733666313c4bfa4aee6abca3478eed6e","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia",NA
"704b7149d0719b560e8850aa69f4b0f9","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured bacterium"
"5954f530abfffa57c8f98dfbbbcadfe1","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"e3b283f4d4700af85f542a64222d614d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",NA
"873d0630fda7d7a67f88893fcbadac86","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. NW20"
"b3d68bb0bffad176068eb3603fff0a37","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp."
"42e021e6f452f3dd3ca9b4adcb8f05b2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"a0afd15be09b11dcf1ea68a454f7dd35","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",NA
"9330d754e19263696c3c43243a08362e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudoduganella","uncultured bacterium"
"162b405a283d3dddf73f56d48dea8ec1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"d4fa39429939739f9d00c8b2042b1268","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"542ddc00942b7b5479bdc6dd222ff1ea","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas graminis"
"4de9e181ba853e151f0fcef8bf4d2a48","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"9756925cccb1ceb5162b3bdf68649e60","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"6a2c008bd231bfa7fe870d5d92a98fca","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA
"a5c74615d36496eb68c5f3ccd32984c6","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"98183c85be8b368a8b73cdc232d3bbf1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"931bb825089e4e983501f63d6b0ab6e2","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"a6633e572930e169f8c07813c3b3cf31","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"3eca8d62b0edbbe78353e310e1a26dd3","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured proteobacterium"
"371171360e10a17576570eb550472d61","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"c1793915a8190343033b3f5fa86fb457","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylophilus",NA
"8bdbce9e791e1c73bf5f2adbe5c11117","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA
"bc7c91cae1f8c93d3fc03e16207fe1cd","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"b5fefab61854e5fb472d4c15b8f74fdd","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured bacterium"
"1949eac0ded515cb8b95c33d29250214","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","uncultured bacterium"
"a0ddbc255cf5bc4b62695779dfe8d1c0","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"9806531bcb9405c392162ba6b2a7cf4f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"ca99675c8d9d5c222f5245dcfb59e172","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",NA
"bd25aa90fcb178a1df9afc22e54ab064","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","Aquabacterium citratiphilum"
"7271339dc0bc8ddad25f2612cc644b17","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"909363ce9dc3b30c0f6cd545ff6ae9b4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"869d99395eba89062d2e32969be52bac","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Ambiguous_taxa"
"4fe8d73b278f05b208fd866cb479860d","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"162aa534a8cbb212c0af97c0f97ee556","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"0de08ae452e1835944db1882b8dd6198","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Ambiguous_taxa"
"da290afaa0a229b9a7660c8c962774f6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"62a13be17de4780ace88473016d0ed06","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"0c897461dd87a51b819cb5cd2673b1cc","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ecb902c88516a27725495b44e6cf8afe","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"de43222e4c811d723bd8457862d7d34c","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"88500e444d29cdccad4204b82cc8c449","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"3f4ab1b6eaedd825d5025b59b0f41772","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"e81b60221dde590b3d517524446a41e3","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter","metagenome"
"0b06e49790c2a8fc34464d792b98d292","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium",NA
"db0a69ec2e9161f2c6a02a97f552e781","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia","Ambiguous_taxa"
"f210f24acd41d35d6bedaef2fd581db4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Ambiguous_taxa"
"1995391688d4d5d466480cdebe019505","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"469f06a7b6eb2be9bd5dcd2c2dc40b72","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"0c8179cc3f12963a4d9ec48d95f16f0c","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Ambiguous_taxa"
"4fbb68b20ec5e75c4f1ceaba21d3f4b1","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia","uncultured bacterium"
"9edbe3d574d0267116d786ba5d467f68","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ideonella",NA
"1080b3582ce94f074d203c1fc5730814","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"88928cd4d259e8dd47e1a9ba5fa8c995","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"9b85693fc8dd42d630ec807346ed617c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"4cd2bac58f11a37d1ea44228f7636fd2","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"9c2b5c28ca4e1f799d293107b7e5d0df","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas",NA
"685b4962027557889a9582e067c4925a","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"19f24683ed9a487906f6a50bd09181a4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"d59466968745c55e62e75662111ef524","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"81099b769b5259a893d6682d8607cf70","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Roseateles",NA
"082bbfa6563f76725ad034e3a69a627c","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium lathyri"
"f177feaee5c661517dd8b98a34d7e618","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"aeb100275d80d7e24cc1ad4b35f3b935","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"411865fe1fa3f50aefd4f71c5c9ce3e6","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"62dcda861678e84e60068bace0211dce","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"09f994ee24c1026bca6db9f1f2ebf45a","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","metagenome"
"936ea055614829a7453655e5812191f8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","metagenome"
"b264d7a06e1b1ad282e9841d0062c3be","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"45383465ee3673460368bd972c5e794c","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Microlunatus","Ambiguous_taxa"
"79f2dc68264f4e91e5d19c73f9c5df47","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"e2eefb874f7e7dfd0cb94e013f7f1723","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"a327e463cb9c5251a0ecdcdbf94bff7a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"4603641854a42087dd05682bc365b2b2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"74102cb314b4c3ba9f7dc88e4be09649","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","Ambiguous_taxa"
"aaf1257e17232c0323144ba86f01b997","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"036c13ad80113fea3d00b302da1cdd74","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"f4bb436d485d4d0c2304a7cc5b3777b3","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"11988495d2ea07f8370d5f1c324e79e4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
